"lang" 
{ 
"Language" "English" 
"TF_Unique_Lunchbox_Chocolate"		"Dalokohs Bar"	// ADD THE
"TF_TTG_MaxGun"						"Lugermorph"	// ADD THE
"TF_TTG_SamRevolver"				"Big Kill"	// ADD THE
"TF_Unique_EnergyDrink_CritCola"	"Crit-a-Cola"
"TF_Unique_Golden_Wrench"			"Golden Wrench"	// ADD THE
"TF_Unique_TribalmanKukri"			"Tribalman's Shiv"	// ADD THE
"TF_Unique_BattleAxe"				"Scotsman's Skullcutter"	// ADD THE
"TF_Unique_BattleSaw"				"Vita-Saw"	// ADD THE
"TF_Unique_Combat_Wrench"			"Southern Hospitality"	// ADD THE
"TF_Unique_MediGun_QuickFix"		"Quick-Fix"	// ADD THE
"TF_Unique_BleedingSocketItem"		"Leakium"
"TF_Unique_BulletResistItem"		"Bulletproofium"
"TF_Unique_FireResistItem"			"Fireproofium"
"TF_Unique_BlastResistItem"			"Blastproofium"
"TF_Unique_HealthRegenItem"			"Firstaidium"
"TF_Unique_SpeedBoostItem"			"Sprintium"
"TF_Unique_MetalRegenItem"			"Harvestine"
"TF_Unique_CloakRegenItem"			"Invisine"
"TF_Unique_CloakConsumeItem"		"Longvisine"
"TF_Unique_RepairRateItem"			"Wrenchine"
"TF_Unique_ConstructionRateItem"	"Constructine"
"TF_ThePowerjack"			"Powerjack"	// ADD THE
"TF_TheDegreaser"			"Degreaser"	// ADD THE
"TF_TheShortstop"			"Shortstop"	// ADD THE
"TF_LEtranger"				"L'Etranger"
"TF_EternalReward"			"Your Eternal Reward"
"TF_TheBattalionsBackup"		"Battalion's Backup"	// ADD THE
"TF_TheBlackBox"			"Black Box"	// ADD THE
"TF_SydneySleeper"			"Sydney Sleeper"	// ADD THE
"TF_DarwinsDangerShield"		"Darwin's Danger Shield"
"TF_TheBushwacka"			"Bushwacka"	// ADD THE
"TF_TheHolyMackerel"			"Holy Mackerel"	// ADD THE
"TF_MadMilk"				"Mad Milk"
"TF_Weapon_RocketLauncher_Jump"		"Rocket Jumper"	// ADD THE
"TF_Weapon_StickyBomb_Jump"		"Sticky Jumper"	// ADD THE
"TF_Unique_FryingPan"		"Frying Pan"	// ADD THE
"TF_HalloweenBoss_Axe"			"Horseless Headless Horsemann's Headtaker"	// ADD THE
"TF_Iron_Curtain"			"Iron Curtain"	// ADD THE
"TF_TTG_Watch"				"Enthusiast's Timepiece"	// ADD THE
"TF_Amputator"				"Amputator"	// ADD THE
"TF_CrusadersCrossbow"			"Crusader's Crossbow"	// ADD THE
"TF_UllapoolCaber"			"Ullapool Caber" // ADD THE
"TF_LochNLoad"				"Loch-n-Load" // ADD THE
"TF_BuffaloSteak"			"Buffalo Steak Sandvich" // ADD THE
"TF_GatlingGun"				"Brass Beast" // ADD THE
"TF_WarriorsSpirit"			"Warrior's Spirit" // ADD THE
"TF_CandyCane"				"Candy Cane" // ADD THE
"TF_Jag"				"Jag" // ADD THE
"TF_Claidheamohmor"			"Claidheamh Mòr" // ADD THE
"TF_BackScratcher"			"Back Scratcher" // ADD THE
"TF_BostonBasher"			"Boston Basher" // ADD THE
"TF_FistsOfSteel"			"Fists of Steel" // ADD THE
"TF_TreasureHat_1"			"Bounty Hat"
"TF_TreasureHat_2"			"Treasure Hat"
"TF_TreasureHat_3"			"Hat of Undeniable Wealth And Respect"
"TF_Unique_RiftFireAxe"		"Sharpened Volcano Fragment"
"TF_Unique_RiftFireMace"		"Sun-on-a-Stick" // ADD THE


"TF_UllapoolCaber_Desc"			"High-yield Scottish face removal.\nA sober person would throw it..."
"TF_BuffaloSteak_Desc"			"While under the effects, move speed is increased,\ndamage done and taken will be mini-crits,\nand the player may only use melee weapons.\n\nWho needs bread?"
"TF_TreasureHat_1_Desc"			"Earned by completing 5 objectives in 'The Great Steam Treasure Hunt'"
"TF_TreasureHat_2_Desc"			"Earned by completing 15 objectives in 'The Great Steam Treasure Hunt'"
"TF_TreasureHat_3_Desc"			"Earned by completing 28 objectives in 'The Great Steam Treasure Hunt.'  Beware the Cephalopod padlock."

"TF_Unique_Achievement_Sword_Desc"	"This weapon has a large melee range.\nGives increased speed and health\nwith every head you take."
"TF_Unique_Achievement_Shield_Desc"	"Alt-Fire: Gain increased attack power by\ncharging toward your enemies."
"TF_Unique_EnergyDrink_CritCola_Desc" 	"While under the effects, damage done\nand damage taken will be mini-crits."
"TF_Unique_MediGun_QuickFix_Desc"	"Can't overheal.\nMove at the speed of any faster heal target."
"TF_HalloweenBoss_Axe_Desc"		"Cursed by dark spirits similar to\nthose that dwell within the Eyelander."
"TF_SacredMedicine_Desc" "While under the effects, damage done\nand damage taken will be mini-crits.\nYou will also move much faster."

"TF_TTG_MaxGun_Desc"				"The ultimate in semi-concealed weaponry.\nThere’s no question you need this gun,\nthe only question is: where will you keep it?"
"TF_TTG_SamRevolver_Desc"			"Combines style with stopping power.\nLong exclusive to Freelance Police,\nnow available for other blood-thirsty mercenaries."
"TF_TTG_MaxsHat_Desc"				"Expertly crafted headwear from cruelty-free farms\nin the Philippines. Hollowed-out skull casing wicks\nmoisture away when in the heat of battle."
"TF_RiftFireAxe_Desc"				"Improves upon Mother Nature's original\ndesign for volcanos by increasing portability.\nModern science is unable to explain exactly\nwhere the lava is coming from."
"TF_RiftFireMace_Desc"			"Spiky end goes into other man."

"TF_Unique_Gloves_of_Running_Urgently"	"Gloves of Running Urgently"	// ADD THE

// Hats
"TF_Wearable_Headgear"				"Headgear"
"TF_Unique_Headgear_Scout"			"Batter's Helmet"
"TF_Unique_Headgear_Sniper"			"Tooth Belt"
"TF_Unique_Headgear_Soldier"		"Soldier's Helmet"
"TF_Unique_Headgear_Demoman"		"Fro"
"TF_Unique_Headgear_Medic"			"Medic's Helmet"
"TF_Unique_Headgear_Pyro"			"Pyro's Helmet"
"TF_Unique_Headgear_Heavy"			"Football Helmet"
"TF_Unique_Headgear_Engineer"		"Mining Helmet"
"TF_Unique_Headgear_Spy"			"Spy's Helmet"

// Misc
"TF_Soldier_Medal_Web_Sleuth"		"Gentle Manne's Service Medal"
"TF_Soldier_Medal_Web_Sleuth_Desc"		"Given to those few brave soldiers whom stood guard valiantly without sleep, nourishment, or a social life."
"TF_Employee_Badge_A"				"Grizzled Veteran"
"TF_Employee_Badge_A_Desc"				"Display this on your chest proudly, soldier. Each time you kill someone, they'll know they weren't the first."
"TF_Employee_Badge_B"				"Soldier of Fortune"
"TF_Employee_Badge_B_Desc"				"Sure, some may have been doing it longer. But you've proven few can do it better."
"TF_Employee_Badge_C"				"Mercenary"
"TF_Employee_Badge_C_Desc"				"Even though you were late to the party, you were still the life of it."
"TF_Employee_Badge_Plat"			"Primeval Warrior"
"TF_Employee_Badge_Plat_Desc"			"A true warrior's medal, given to those who fought before the battle even started."

"Item_Giveaway_NoItem"				"Waiting for item..."

// WARNING: The code MUST be able find the '::' in this string. The second : will be replaced by a color code for the quality. 
"Item_Found"						"%s1 has found:: %s2 %s3"
"Item_Crafted"						"%s1 has crafted:: %s2 %s3"
"Item_Traded"						"%s1 has traded for:: %s2 %s3"
"Item_Purchased"					"%s1 has purchased:: %s2 %s3"
"Item_FoundInCrate"					"%s1 has unboxed:: %s2 %s3"
"Item_Gifted"						"%s1 has received a gift:: %s2 %s3"
"Item_Earned"						"%s1 has earned:: %s2 %s3"
"Item_Refunded"						"%s1 has been refunded:: %s2 %s3"
"Item_GiftWrapped"					"%s1 has wrapped a gift:: %s2 %s3"

"Item_BlacklistedInMatch"			"Item '%s1' has been disabled in this tournament match by the server whitelist."

// Rarity strings
"Normal"						"Normal"
"Unique"						"Unique"
"rarity4"						"Unusual"
"vintage"						"Vintage"
"community"						"Community"
"developer"						"Valve"
"selfmade"						"Self-Made"
"customized"						"Customized"
"rarity1"						"Genuine"

"TF_CheatDetected_Title"			"WARNING"
"TF_CheatDetectedMinor"				"Your account has been flagged for circumventing the item distribution system. We have removed the items that were illegally obtained.\n\nFuture violations will result in the loss of all your items."
"TF_CheatDetectedMajor"				"Your account has been flagged for circumventing the item distribution system. We have removed all items in your inventory.\n\nFuture violations may result in your account being disabled."
"TF_HonestyReward"					"Congratulations! Your Honesty has been rewarded with a new hat!\n\n(Some other players were less scrupulous, and have been less fortunate)"

//----------------------------------------------------------------------------------------

"TF_medigun_autoheal"		"Medigun continues healing without holding down fire button."
"TF_autozoom"				"Sniper rifle will re-zoom after firing a zoomed shot."
"TF_autoreload"				"Automatically reload weapons when you're not firing."
"TF_drawviewmodel_option"	"Draw viewmodels."
"TF_flipviewmodel_option"	"Flip viewmodels."
"TF_viewmodelfov_option"	"Viewmodel field of view"
"TF_ClassLimitUnder"		"%s1 (Max %s2)"
"TF_ClassLimitHit"			"%s1 (Full)"
"TF_ClassLimitHit_None"		"(Full)"
"TF_rememberactiveweapon"	"Remember the active weapon between lives."
"TF_rememberlastweapon"		"Remember the 'last weapon' between lives."
"TF_colorblindassist"		"Turn on colorblind mode."
"TF_SpectateCarriedItems"	"Show non-standard items on spectated player."
"TF_UseAdvancedTourneyGUI"	"Use advanced spectator HUD in tournament mode."
"TF_DisableWeatherParticles" "Disable weather effects."
"TF_simple_disguise_menu_option" "Enable Simple Disguise Menu"
"TF_CombatText"				"Display damage done as text over your target"
"TF_HealTargetMarker"		"MEDIC: Display a marker over the player you are healing"
"TF_AutoMedicCallers"		"MEDIC: Injured teammates automatically call out"
"TF_AutoMedicCallThreshold"	"MEDIC: Auto-call Health percentage"
"TF_Hitbeeps"			"Play a hit sound everytime you injure an enemy."
"TF_ShowNotificationsInGame"  "Show pop-up alerts while in-game (e.g. trade requests)"

//----------------------------------------------------------------------------------------
// Arena
"TF_Arena_Team_Layout"		"Your Team"
"TF_Arena_F4_ChangeClass"	"Press 'F4' to re-roll your class!"
"TF_Arena_ClientDisconnect"	"%s1 is joining team %s2 to replace %s3"
"TF_Arena_ProTip"		"Tip: Winning teams never have to sit out"
"TF_Arena_Careful"		"Careful! If you lose this round you might have to sit out the next!"
"TF_Arena_SitOut"		"Your team lost. You're sitting out this round because other people were waiting to play."
"TF_Arena_Welcome"		"Team Fortress 2 Arena"
"TF_Arena_NoPlayers"		"Waiting for 1 more player before the round starts."
"TF_Arena_TeamSizeIncreased"	"Team size is increasing to %s1 to accommodate the current player count."
"TF_Arena_TeamSizeDecreased"	"Team size is decreasing to %s1 to accommodate the current player count."
"TF_Arena_SuddenDeathPanel"	"Arena Mode!"
"TF_Arena_SuddenDeathPanelReason"	"Sit back and relax. You will get your chance as soon as this round ends."
"TF_Arena_NoRespawning"		"No respawning in Arena Mode"
"TF_Arena_PlayingTo"		"Playing to %s1 wins in a row"
"TF_Arena_MaxStreak"		"Team %s1 reached %s2 wins! Teams are now being scrambled."
"TF_Arena_FlawlessVictory"	"Flawless Victory!"
"TF_Arena_Winpanel_DamageThisRound"		"Damage:"
"TF_Arena_Winpanel_HealingThisRound"		"Healing:"
"TF_Arena_Winpanel_TimeAliveThisRound"		"Lifetime:"
"TF_Arena_Winpanel_KillingBlows"		"Kills:"
"TF_Arena_Menu_Fight"	"Fight!"
"TF_Arena_NoClassChange"	"You can't change classes after the round has started."
"TF_Arena_ScoreBoard_Spectator"		"%s1 player waiting to play: %s2"
"TF_Arena_ScoreBoard_Spectators"		"%s1 players waiting to play: %s2"

"TF_ServerNoSteamConn_Title"		"WARNING!"
"TF_ServerNoSteamConn_Explanation"	"The server you are playing on has lost connection to Steam. As a result, your loadout will not be available on this server."

"TF_UseGlowEffect"		"Use glow effect for Payload objectives."

//----------------------------------------------------------------------------------------
// TF2 MMO
"TF_MMO_LFG"		"Looking For Group"
"TF_MMO_Quest1"		"You must kill %s1 %s2 to complete this quest."			
"TF_MMO_Monster1"	"Boars"
"TF_MMO_Monster2"	"Rats"
"TF_MMO_Monster3"	"Bats"
"TF_MMO_Monster4"	"Wolves"
"TF_MMO_Monster5"	"Spiders"

"TF_WarContribution"	"War Contribution"
"TF_WarCountUpdate_Soldier"		"%s1 has contributed %s2 Soldier kills to The War!"
"TF_WarCountUpdate_Demoman"		"%s1 has contributed %s2 Demoman kills to The War!"

"ViewBlog"			"View TF2 Blog"
"ViewUpdate"		"View Latest Update News"
"ReadAllAboutIt"	"Read all about it!"

"TF_Highlander_Mode"	"Highlander\nMode"
"TF_Teams_Full"		"Teams\nAre Full"

//----------------------------------------------------------------------------------------
// Main Menu 2.0
"WelcomeBack"			"Welcome back, %playername%"

"ChallengeTitle"		"%challengeclass%"
"ChallengeSubText"		"Why don't you give him a shot?"
"ChallengeSubTextB"		"Why don't you give her a shot?"
"ChallengeRecord"		"Beat this:"
"ChallengeDetails"		"%s1 as a %s2"

"FriendsList"			"See all %friendsplaying% friends playing"

"MMenu_StartPlaying"	"Start Playing"
"MMenu_ChangeServer"	"Change Server"
"MMenu_CharacterSetup"	"Manage Items"
"MMenu_Achievements"	"Achievements & Stats"

"MMenu_NoRecentAchievements"	"You've earned %currentachievements% of %totalachievements% achievements."
"MMenu_RecentAchievements"		"Your recent achievements:"
"MMenu_ViewAll"			"View All"

"MMenu_Tooltip_Training"	  "Training"
"MMenu_Tooltip_NewUserForum"  "New User Forum"
"MMenu_Tooltip_ReportBug"	  "Report a Bug"
"MMenu_Tooltip_MutePlayers"	  "Mute Players"
"MMenu_Tooltip_Commentary"	  "Developer Commentary"
"MMenu_Tooltip_Armory"		  "MANN CO. CATALOG"

"MMenu_MOTD_URL"			"READ MORE"
"MMenu_MOTD_Show"			"MESSAGES"
"MMenu_MOTD_Hide"			"X"

"MMenu_TutorialHighlight_Title"		"Looks like it's your first time playing TF2..."
"MMenu_TutorialHighlight_Title2"	"Since you last played, we've added training..."
"MMenu_TutorialHighlight_Text"		"Why not take a minute and"
"MMenu_TutorialHighlight_Button"	"PLAY THE TUTORIAL"

"MMenu_PracticeHighlight_Title"		"If you're done with the tutorial..."
"MMenu_PracticeHighlight_Text"		"Why not try some"
"MMenu_PracticeHighlight_Button"	"OFFLINE PRACTICE"

"MMenu_BuyNow"				"Buy Now"

"MMenu_ViewNewUserForums"	"View new user forums"
"MMenu_NewUserForumHighlight_Title"		"New User Forum"
"MMenu_NewUserForumHighlight_Text"		"We've setup some forums for new users to talk. If you've got questions, here's a great place to ask them."

"MMenu_Notifications_Show"	"ALERTS (%s1)"
"MMenu_Notifications_Hide"	"X"
"MMenu_Notifications_Empty"	"You have no pending alerts."

"MMenu_ShowPromoCodes"		"View Promotional Codes"

//----------------------------------------------------------------------------------------
// Explanation popups
//
// Character loadout panel
"LoadoutExplanation_Title"		"Loadouts"
"LoadoutExplanation_Text"		"As you play TF2, you'll find new kinds of items. You use these items by equipping them in a class loadout.\n\nTo open a class's loadout, click on its image."
"BackpackExplanation_Title"		"Backpack"
"BackpackExplanation_Text"		"Click here to open your backpack. Your backpack contains all the items you've found while playing."
"CraftingExplanation_Title"		"Crafting"
"CraftingExplanation_Text"		"Here you're able to construct new items out of the items in your backpack."
"ArmoryExplanation_Title"		"Mann Co. Catalog"
"ArmoryExplanation_Text"		"Here you can browse all of TF2's weapons and tools, handily supplied by Saxton Hale, Mann Co.'s rugged Australian CEO."
"TradingExplanation_Title"		"Trading"
"TradingExplanation_Text"		"Here you're able to trade with other TF2 players, swapping items in your backpack for items in theirs."
"ExplanationExplanation_Title"	"Missed something?"
"ExplanationExplanation_Text"	"Clicking this button will show these popups again."

// Backpack panel
"BackpackItemsExplanation_Title"	"Backpack"
"BackpackItemsExplanation_Text"		"Here you'll find all your items. You can click and drag them to rearrange to your liking.\n\nItems that are equipped in a class's loadout will be marked as 'equipped'."
"BackpackPagesExplanation_Title"	"Backpack Pages"
"BackpackPagesExplanation_Text"		"Your backpack has multiple pages of items. Use these buttons to flip between them."
"BackpackDeleteExplanation_Title"	"Deleting Items"
"BackpackDeleteExplanation_Text"	"If you run out of room in your backpack, you'll need to delete an item to make room (or better yet, craft a set of items to make room).\n\nSelect an item and click this button to permanently delete it. You can select multiple items by holding down the CTRL key."
"BackpackArmoryExplanation_Title"	"Mann Co. Catalog"
"BackpackArmoryExplanation_Text"	"Select an item and press the DETAILS button to view that item in the Mann Co. Catalog. The catalog provides additional information on how items work and how they are used."
"BackpackToolsExplanation_Title"	"Using Tools"
"BackpackToolsExplanation_Text"		"Items that can be used in your inventory are called 'tools'. Tools can rename weapons, paint hats with a new color, or add special properties to your items. To activate a tool, select it and press the 'Use' or 'Use With...' button."
"BackpackStockExplanation_Title"	"Stock Items"
"BackpackStockExplanation_Text"		"If you want to look at the default items for each class, toggle the 'SHOW STOCK ITEMS' checkbox. Stock items can be modified by some tools, so if you want to rename a basic item use this checkbox."
"BackpackSortExplanation_Title"		"Sorting Items"
"BackpackSortExplanation_Text"		"As you begin to collect items, you may want to use this sort control to keep them in order. You can sort items by type, class, or loadout slot."

// Crafting panel
"CraftingStartExplanation_Title"	"Crafting"
"CraftingStartExplanation_Text"		"Here you can construct new items by combining items in your backpack. To successfully craft, the items you combine must match a blueprint."
"CraftingRecipesExplanation_Title"	"Blueprints"
"CraftingRecipesExplanation_Text"	"Blueprints specify a set of items to combine, and one or more items to produce. Click on this button to see the list of blueprints you've found so far.\n\nTo find additional blueprints, try crafting other combinations of items. Once you find a new blueprint, it'll be permanently added to your Known list."
"CraftingStep1Explanation_Title"	"Starting a craft"
"CraftingStep1Explanation_Text"		"Select two or more items from your pack to combine. Double click or drag them into the crafting area."
"CraftingStep2Explanation_Title"	"Crafting Area"
"CraftingStep2Explanation_Text"		"These items will be permanently destroyed if the craft succeeds, after which you'll receive the item(s) you produced.\n\nIf the craft fails to match a blueprint, the items will not be destroyed."
"CraftingStep3Explanation_Title"	"Known Blueprints"
"CraftingStep3Explanation_Text"		"If the items in the crafting area match the required items for a blueprint you already know, the name of the blueprint will be listed here. Hold your mouse over it for a description of what item(s) the blueprint will produce.\n\nIf the items in the crafting area match multiple blueprints, select the blueprint to use here."

// Discard panel
"DiscardItemsExplanation_Title"		"Discarding"
"DiscardItemsExplanation_Text"		"You've found a new item, but don't have any room in your backpack to store it. You must choose between discarding the new item, or deleting one of the items in your backpack."
"DiscardButtonExplanation_Title"	"Discard New Item"
"DiscardButtonExplanation_Text"		"To discard the new item you've received, click this button. The item will be permanently destroyed."
"DiscardDeleteExplanation_Title"	"Deleting Items"
"DiscardDeleteExplanation_Text"		"To delete an item in your backpack, select an item and click this button to permanently delete it. You can select multiple items by holding down the CTRL key."

// Store panel
"StoreWelcomeExplanation_Title"		"Welcome to the Mann Co. Store!"
"StoreWelcomeExplanation_Text"		"The Mann Co. Store lets you buy items with funds from your Steam wallet. The store contains all of the classic TF2 items from previous Updates as well as brand new items and features!"
"StoreTabsExplanation_Title"		"Category Tabs"
"StoreTabsExplanation_Text"		"Category tabs group similar items by type or function. Items recently added to the store are under the 'New!' tab. Tools that modify other items, gifts, and special action items can be found under the 'Misc' tab."
"StoreItemsExplanation_Title"		"Purchasable Item"
"StoreItemsExplanation_Text"		"Items indicate their price and whether they are currently on sale. Selecting an item lets you add it to your cart or preview the item before you buy it."
"StoreDetailsExplanation_Title"		"Item Details"
"StoreDetailsExplanation_Text"		"The item details window describes the item's specific characteristics, such as gameplay effects the item has or how it's used."
"StorePreviewExplanation_Title"		"Item Preview"
"StorePreviewExplanation_Text"		"Items with a visual effect can be previewed. Items that fit multiple classes can be previewed on each class but only need to be bought once."
"StorePreviewToggleExplanation_Title"	"Details / Preview Toggle"
"StorePreviewToggleExplanation_Text"	"These tabs toggle the info display between details and preview mode."
"StoreAddToCartExplanation_Title"	"Add to Cart"
"StoreAddToCartExplanation_Text"	"If you find an item you want to buy, select it and press the ADD TO CART button."
"StoreCartStatusExplanation_Title"	"Cart Status"
"StoreCartStatusExplanation_Text"	"You can view the status of your shopping cart here. If you want to remove an item, click the shopping cart icon. You are also told how much empty backpack space you have. You need one empty slot for each new item you buy."
"StoreCheckoutExplanation_Title"	"Checkout"
"StoreCheckoutExplanation_Text"		"Press the checkout item to buy the items in your cart! This button will bring up the Steam overlay to guide you through the checkout process."
"StoreHelpExplanation_Title"		"Missed something?"
"StoreHelpExplanation_Text"		"Clicking this button will show these popups again."

//----------------------------------------------------------------------------------------
// Store
"StoreTitle"			"MANN CO. STORE"
"Store_Headgear"		"Hats"
"Store_Weapons"			"Weapons"
"Store_Misc"			"Misc"
"Store_Tokens"			"Tokens"
"Store_Crafting"		"Crafting"
"Store_Special_Items"		"Tools"
"Store_New_Items"		"New!"
"Store_Home"			"Home"
"Store_Bundles"			"Bundles"
"Store_Halloween"		"Halloween"
"Store_Maps"			"Support Map Makers!"

"Store_Price_New"		"NEW!"
"Store_Price_Sale"		"SALE!"

"Store_OK"			"Okay"
"Store_CANCEL"			"Cancel"

"Store_NowAvailable"	"NOW AVAILABLE"

"Store_Welcome"			"Welcome!"
"Store_BaseDesc"		"Select an item to see a description, and a list of classes that can use it. Click on a class icon to see a preview!"

"Store_ClassFilter_None"		"All Items"
"Store_ClassFilter_AllClasses"	"All-class Items  (%s1)"
"Store_Items_Scout" 			"Scout Items  (%s1)"
"Store_Items_Sniper" 			"Sniper Items  (%s1)"
"Store_Items_Soldier" 			"Soldier Items  (%s1)"
"Store_Items_Demoman" 			"Demoman Items  (%s1)"
"Store_Items_Medic" 			"Medic Items  (%s1)"
"Store_Items_HWGuy" 			"Heavy Items  (%s1)"
"Store_Items_Pyro" 				"Pyro Items  (%s1)"
"Store_Items_Spy" 				"Spy Items  (%s1)"
"Store_Items_Engineer" 			"Engineer Items  (%s1)"
"Store_FilterLabel"				"Show:"
"Store_ClassImageMouseover"		"This item can be used by the %s1."
"Store_ClassImageMouseoverAll"	"This item can be used by all classes."
"Store_ClassImageMouseoverBundle"		"This bundle contains items that can be used by the %s1."
"Store_ClassImageMouseoverAllBundle"	"This bundle contains items that can be used by all classes."

"Store_HalloweenSale"		"This ghostly Halloween sale lasts until November 8th. Some of these items will no longer be available once the sale ends!"
"Store_MapsDesc"			"When you purchase a map stamp, all the proceeds (net of any applicable tax) will go directly to the creators of the map.\n\nIn addition, you'll also receive this nifty World Traveler's Hat for free! Not only does it track your contributions, but also a special particle effect will be visible  when you play on a map you've contributed towards."

"Store_Cart"			"(%s1)"
"Store_Checkout"		"Checkout"
"Store_AddToCart"		"Add to Cart"

"StoreViewCartTitle"	"Your Shopping Cart"
"Store_ContinueShopping" "Continue Shopping"
"Store_CartItems"		"%s1 Items"
"Store_EstimatedTotal"	"estimated total"
"Store_WAStateSalesTax"	"sales tax will be calculated for WA state residents"
"Store_TotalSubtextB"	"all TF2 items will added to your backpack after purchase"
"Store_Remove"			"Remove"
"Store_CartIsEmpty"		"You have no items in your cart."
"Store_Wallet"			"Steam Account Balance: $%s1  ($%s2 left after cart)"
"Store_Wallet_EmptyCart" "Steam Account Balance: $%s1"
"Store_FeaturedItem"	"Featured item!"
"Store_PreviewItem"		"Preview"
"Store_DetailsItem"		"Details"
"Store_FreeBackpackSpace"	"Empty Backpack Slots: %s1"

"StoreUpdate_Loading"		"Loading the Mann Co. Store..."
"StoreUpdate_NoGCResponse"	"The Mann Co. Store is currently closed."
"StoreUpdate_NewPriceSheetLoaded""The product list has been updated to the latest version."
"StoreUpdate_ContactSupport"	"Please contact customer support to have your Steam wallet configured."
"StoreUpdate_OverlayRequired"	"You must enable the Steam Community in-game and restart TF2 to use the Mann Co. Store."
"StoreUpdate_SteamRequired"	"A connection to Steam is required to use the Mann Co. Store."

"StoreCheckout_NoItems"		"Your shopping cart is empty!"
"StoreCheckout_TooManyItems"	"You have too many items in your shopping cart!"
"StoreCheckout_Loading"		"Checking out..."
"StoreCheckout_Unavailable"	"Checkout unavailable at this time."
"StoreCheckout_Canceling"	"Canceling..."

"StoreCheckout_Fail"			"The Mann Co. Store is currently closed."
"StoreCheckout_InvalidParam"		"A programmer messed up! An invalid parameter was passed to the game coordinator. Try the purchase again."
"StoreCheckout_InternalError"		"There seems to have been an error initializing or updating your transaction. Please wait a minute and try again or contact support for assistance."
"StoreCheckout_ContactSupport"	"There was an error with your transaction. Please contact support for assistance."
"StoreCheckout_NotApproved"		"The game coordinator was unable to approve your transaction with Steam. Please try the purchase again later."
"StoreCheckout_NotLoggedin"		"You must be logged in to Steam in order to complete a purchase."
"StoreCheckout_WrongCurrency"		"This transaction's currency doesn't match your wallet currency."
"StoreCheckout_NoAccount"		"Your Steam account is currently unavailable. Please try this purchase again later."
"StoreCheckout_InsufficientFunds"	"You do not have enough funds to complete the purchase."
"StoreCheckout_TimedOut"		"This transaction has timed out. Please try the purchase again."
"StoreCheckout_SteamAccountDisabled"	"Your Steam account is disabled and cannot make a purchase."
"StoreCheckout_SteamAccountNoPurchase"	"Steam wallet transactions have been disabled on this account."
"StoreCheckout_OldPriceSheet"		"Your local product list is out of date. Requesting a new one."
"StoreCheckout_TransactionNotFound"	"This transaction's id wasn't found by the game coordinator. Please try the purchase again."
"StoreCheckout_TransactionCanceled"	"Transaction canceled. You have not been charged."
"StoreCheckout_TransactionCompleted"	"Transaction completed! Enjoy your loot!"
"StoreCheckout_CompleteButUnfinalized"	"Unable to confirm success. If successful, your items will be delivered at a later date."
"StoreCheckout_NotEnoughRoom"		"You don't have enough room in your backpack to buy that many items."
"StoreCheckout_ContactSupport_Dialog_Title"	"Warning"
"StoreCheckout_ContactSupport_Dialog_Btn"	"Contact"

"Store_NextWeapon"					"Next Weapon"

"Store_StartShopping"				"START SHOPPING"
"Store_IntroTitle"					"THE STORE IS NOW OPEN!"
"Store_IntroText"					"Hello, little boy and/or girl! I'm Saxton Hale, CEO of Mann Co.--the #1 weapons, munitions, and war-themed fashion accessory manufacturer in the Greater Badlands area!\n\nBLU? RED? As long as your money's green, I WILL sell you items you can use to MAKE THEM PAY! And ancillary items you can wear, so you'll look CLASSY AS ALL HELL doing it! Kill whoever you like. I won't judge you!\n"
"Store_IntroTitle_Winter1"			"Happy Australian Christmas!"
"Store_IntroText_Winter1"			"Christmas? Hanukkah? Kwanzaa? Non-Occasional Get-Together at Ayn Rand’s House? Whatever you’re celebrating this year, we’ll be here, open twenty-four hours a day, every day! That’s right! We are ready to take your money.  This weekend the Mann Co. Store is having deep discounts on our Polycount Pack items, weapons, hats and more.  Buy them now, before the accountants realize what we're doing!\n\nHurry, because this offer ends soon!"
"Store_IntroTitle_Winter2"			"Team Fortress Kritzmas Sale!"
"Store_IntroText_Winter2"			"The Mann Co. Store is having another sale! In honor of the holiday season, for a limited time, the prices on a staggering number of hats are UNREASONABLY LOW!  Why wait until prices are reasonable again?\n\nWe’re cleaning out the entire Team Fortress inventory, from H to Ha! Finally, give yourself the hat you always wanted but could never afford (even though it was sensibly priced)."
"Store_IntroTitle_Winter3"			"Final Cold Weather Sale!"
"Store_IntroText_Winter3"			"It’s the final sale of the decade, possibly, and that means we’re selling all the stuff we were prevented from selling… at LUDICROUS PRICES! That’s right – the European Union Paint Sale Treaty of 2001 has finally expired, and the European Union Paint Sale Treaty of 2011 has yet to be ratified.\n\nGrab these items now, before the fat cats in Brussels get wind of it!"
"Store_Promotions"					"SPECIAL OFFERS!"
"Store_Promotion_SpendForGift"		"GET A SURPRISE BONUS ITEM\nFOR EVERY %s1* YOU SPEND!"
"Store_Promotion_SpendForGift_Sub"	"*In a single purchase"
"Store_Promotion_FirstPurchaseGift"		"GET A FREE HAT\nWITH YOUR FIRST PURCHASE!"
"Store_Promotion_FirstPurchaseGift_Sub"	"Limited Time Only!"
"Store_CEOMannCo"					"CEO, Mann Co."

//----------------------------------------------------------------------------------------
//training
// Some of these training strings have control characters embedded to set colors.
// The control characters can be copied and pasted in notepad.
//  = 0x01 (SOH) - Use default color from this point forward
//  = 0x02 (STX) - Use hint color from this point forward (HudTrainingHint in ClientScheme.res)
